Chromosome,Start,End,Type,Family,GeneID
2,4452460,4452557,LINE/L1,rnd-3_family-2367,
2,4470997,4471061,LINE/L1,rnd-3_family-2367,
2,4737626,4737720,LINE/L1,rnd-3_family-2367,
2,4740675,4740740,LINE/L1,rnd-3_family-2367,
2,4900369,4900452,LINE/L1,rnd-3_family-2367,
2,5195221,5195314,LINE/L1,rnd-3_family-2367,
2,5294018,5294093,LINE/L1,rnd-3_family-2367,
2,5361583,5361657,LINE/L1,rnd-3_family-2367,
2,5615024,5615196,LINE/L1,rnd-3_family-2367,
2,5658447,5658539,LINE/L1,rnd-3_family-2367,
2,5658447,5658458,LINE/L1,rnd-3_family-2367,
2,5658524,5658539,LINE/L1,rnd-3_family-2367,
2,5683400,5683455,LINE/L1,rnd-3_family-2367,
2,5742028,5742159,LINE/L1,rnd-3_family-2367,
2,5752541,5752588,LINE/L1,rnd-3_family-2367,
2,5758182,5758301,LINE/L1,rnd-3_family-2367,
2,5909946,5910072,LINE/L1,rnd-3_family-2367,
2,6262636,6262688,LINE/L1,rnd-3_family-2367,
2,6411631,6411721,LINE/L1,rnd-3_family-2367,
2,6412500,6412614,LINE/L1,rnd-3_family-2367,
2,6419752,6419806,LINE/L1,rnd-3_family-2367,
2,6428190,6428278,LINE/L1,rnd-3_family-2367,
2,6604666,6605094,LINE/L1,rnd-3_family-2367,
2,6654300,6654435,LINE/L1,rnd-3_family-2367,
2,6779465,6779610,LINE/L1,rnd-3_family-2367,
2,6779465,6779475,LINE/L1,rnd-3_family-2367,
2,6779573,6779610,LINE/L1,rnd-3_family-2367,
2,6883577,6883741,LINE/L1,rnd-3_family-2367,
2,7102520,7102604,LINE/L1,rnd-3_family-2367,
2,7337205,7337291,LINE/L1,rnd-3_family-2367,
2,7338473,7338560,LINE/L1,rnd-3_family-2367,
2,7339543,7339607,LINE/L1,rnd-3_family-2367,
2,7368736,7368843,LINE/L1,rnd-3_family-2367,
2,7388007,7388064,LINE/L1,rnd-3_family-2367,
2,7514377,7514428,LINE/L1,rnd-3_family-2367,
2,7608881,7608897,LINE/L1,rnd-3_family-2367,
2,8016022,8016044,LINE/L1,rnd-3_family-2367,
2,8024141,8024236,LINE/L1,rnd-3_family-2367,
2,8135098,8135230,LINE/L1,rnd-3_family-2367,
2,8193688,8194287,LINE/L1,rnd-3_family-2367,
2,8196920,8197494,LINE/L1,rnd-3_family-2367,
2,8201085,8201629,LINE/L1,rnd-3_family-2367,
2,8206381,8206995,LINE/L1,rnd-3_family-2367,
2,8212657,8213304,LINE/L1,rnd-3_family-2367,
2,8217054,8217677,LINE/L1,rnd-3_family-2367,
2,8221639,8222244,LINE/L1,rnd-3_family-2367,
2,8225309,8225655,LINE/L1,rnd-3_family-2367,
2,8230851,8231410,LINE/L1,rnd-3_family-2367,
2,8237195,8237638,LINE/L1,rnd-3_family-2367,
2,8242064,8242526,LINE/L1,rnd-3_family-2367,
2,8245665,8246090,LINE/L1,rnd-3_family-2367,
2,8249987,8250482,LINE/L1,rnd-3_family-2367,
2,8254646,8255159,LINE/L1,rnd-3_family-2367,
2,8259645,8260145,LINE/L1,rnd-3_family-2367,
2,101,1776,LINE/L1-DRE,rnd-1_family-10,
2,24214,24785,LINE/L1-DRE,rnd-1_family-10,
2,24214,24568,LINE/L1-DRE,rnd-1_family-10,
2,24673,24785,LINE/L1-DRE,rnd-1_family-10,
2,27527,27758,LINE/L1-DRE,rnd-1_family-10,
2,30229,30471,LINE/L1-DRE,rnd-1_family-10,
2,293725,293812,LINE/L1-DRE,rnd-1_family-10,
2,381057,386283,LINE/L1-DRE,rnd-1_family-10,
2,381057,382178,LINE/L1-DRE,rnd-1_family-10,
2,382292,386283,LINE/L1-DRE,rnd-1_family-10,
2,382181,382304,LINE/L1-DRE,rnd-1_family-10,
2,386309,386352,LINE/L1-DRE,rnd-1_family-10,
2,1492694,1493995,LINE/L1-DRE,rnd-1_family-10,
2,1610172,1615432,LINE/L1-DRE,rnd-1_family-10,
2,4103590,4106345,LINE/L1-DRE,rnd-1_family-10,
2,5289581,5289692,LINE/L1-DRE,rnd-1_family-10,
2,6475932,6482031,LINE/L1-DRE,rnd-1_family-10,
2,6475932,6476790,LINE/L1-DRE,rnd-1_family-10,
2,6476784,6482031,LINE/L1-DRE,rnd-1_family-10,
2,6482037,6482069,LINE/L1-DRE,rnd-1_family-10,
2,6571533,6576793,LINE/L1-DRE,rnd-1_family-10,
2,6640503,6645861,LINE/L1-DRE,rnd-1_family-10,
2,6640503,6645125,LINE/L1-DRE,rnd-1_family-10,
2,6645126,6645625,LINE/L1-DRE,rnd-1_family-10,
2,6645690,6645861,LINE/L1-DRE,rnd-1_family-10,
2,6645908,6646079,LINE/L1-DRE,rnd-1_family-10,
2,6704589,6704970,LINE/L1-DRE,rnd-1_family-10,
2,6723807,6723916,LINE/L1-DRE,rnd-1_family-10,
2,6767097,6767147,LINE/L1-DRE,rnd-1_family-10,
2,6767146,6768698,LINE/L1-DRE,rnd-1_family-10,
2,6768833,6770391,LINE/L1-DRE,rnd-1_family-10,
2,6947147,6948106,LINE/L1-DRE,rnd-1_family-10,
2,6949298,6950677,LINE/L1-DRE,rnd-1_family-10,
2,7430410,7433628,LINE/L1-DRE,rnd-1_family-10,
2,8365101,8365981,LINE/L1-DRE,rnd-1_family-10,
2,347168,347460,LINE/L1-DRE,rnd-1_family-4,
2,996299,999949,LINE/L1-DRE,rnd-1_family-4,
2,996299,998595,LINE/L1-DRE,rnd-1_family-4,
2,999682,999949,LINE/L1-DRE,rnd-1_family-4,
2,1465466,1465969,LINE/L1-DRE,rnd-1_family-4,
2,1465466,1465751,LINE/L1-DRE,rnd-1_family-4,
2,1465757,1465969,LINE/L1-DRE,rnd-1_family-4,
2,1823259,1825555,LINE/L1-DRE,rnd-1_family-4,
2,2497355,2497426,LINE/L1-DRE,rnd-1_family-4,
2,2497404,2498097,LINE/L1-DRE,rnd-1_family-4,
2,2506998,2507444,LINE/L1-DRE,rnd-1_family-4,
2,2513850,2513937,LINE/L1-DRE,rnd-1_family-4,
2,2515525,2515668,LINE/L1-DRE,rnd-1_family-4,
2,2654535,2661535,LINE/L1-DRE,rnd-1_family-4,
2,3370251,3377251,LINE/L1-DRE,rnd-1_family-4,
2,3516118,3516261,LINE/L1-DRE,rnd-1_family-4,
2,3517849,3517936,LINE/L1-DRE,rnd-1_family-4,
2,3524342,3524788,LINE/L1-DRE,rnd-1_family-4,
2,3533689,3534382,LINE/L1-DRE,rnd-1_family-4,
2,3534360,3534431,LINE/L1-DRE,rnd-1_family-4,
2,4070196,4070269,LINE/L1-DRE,rnd-1_family-4,
2,4100997,4103303,LINE/L1-DRE,rnd-1_family-4,
2,4994390,4995048,LINE/L1-DRE,rnd-1_family-4,
2,5288003,5288543,LINE/L1-DRE,rnd-1_family-4,
2,5491567,5492460,LINE/L1-DRE,rnd-1_family-4,
2,5491567,5491707,LINE/L1-DRE,rnd-1_family-4,
2,5492113,5492460,LINE/L1-DRE,rnd-1_family-4,
2,5821096,5821788,LINE/L1-DRE,rnd-1_family-4,
2,5822052,5822325,LINE/L1-DRE,rnd-1_family-4,
2,5822052,5822138,LINE/L1-DRE,rnd-1_family-4,
2,5822130,5822325,LINE/L1-DRE,rnd-1_family-4,
2,6184912,6187264,LINE/L1-DRE,rnd-1_family-4,
2,6364638,6366973,LINE/L1-DRE,rnd-1_family-4,
2,6385518,6386923,LINE/L1-DRE,rnd-1_family-4,
2,6863368,6864745,LINE/L1-DRE,rnd-1_family-4,
2,6864941,6865006,LINE/L1-DRE,rnd-1_family-4,
2,6948349,6948840,LINE/L1-DRE,rnd-1_family-4,
2,7186718,7187538,LINE/L1-DRE,rnd-1_family-4,
2,7186718,7187137,LINE/L1-DRE,rnd-1_family-4,
2,7187146,7187287,LINE/L1-DRE,rnd-1_family-4,
2,7187286,7187538,LINE/L1-DRE,rnd-1_family-4,
2,7237746,7237876,LINE/L1-DRE,rnd-1_family-4,
2,7435088,7435621,LINE/L1-DRE,rnd-1_family-4,
2,7520258,7524402,LINE/L1-DRE,rnd-1_family-4,
2,7520258,7520892,LINE/L1-DRE,rnd-1_family-4,
2,7520902,7524402,LINE/L1-DRE,rnd-1_family-4,
2,7677100,7678104,LINE/L1-DRE,rnd-1_family-4,
2,7871885,7877210,LINE/L1-DRE,rnd-1_family-4,
2,7871885,7874220,LINE/L1-DRE,rnd-1_family-4,
2,7877068,7877210,LINE/L1-DRE,rnd-1_family-4,
2,7878830,7881501,LINE/L1-DRE,rnd-1_family-4,
2,7881608,7887322,LINE/L1-DRE,rnd-1_family-4,
2,8084550,8084700,LINE/L1-DRE,rnd-1_family-4,
2,8358298,8364854,LINE/L1-DRE,rnd-1_family-4,
2,8358298,8358541,LINE/L1-DRE,rnd-1_family-4,
2,8364442,8364854,LINE/L1-DRE,rnd-1_family-4,
2,2519004,2521400,LINE/L1-DRE,rnd-1_family-44,
2,3510386,3512782,LINE/L1-DRE,rnd-1_family-44,
2,6131462,6131700,LINE/L1-DRE,rnd-1_family-44,
2,6132453,6133038,LINE/L1-DRE,rnd-1_family-44,
2,6363109,6363239,LINE/L1-DRE,rnd-1_family-44,
2,6363236,6363490,LINE/L1-DRE,rnd-1_family-44,
2,6770637,6771249,LINE/L1-DRE,rnd-1_family-44,
2,7437676,7438312,LINE/L1-DRE,rnd-1_family-44,
2,999181,999571,LINE/L1-DRE,rnd-1_family-51,
2,2513616,2513882,LINE/L1-DRE,rnd-1_family-51,
2,3517904,3518170,LINE/L1-DRE,rnd-1_family-51,
2,5491675,5492114,LINE/L1-DRE,rnd-1_family-51,
2,7187628,7187934,LINE/L1-DRE,rnd-1_family-51,
2,7237352,7237769,LINE/L1-DRE,rnd-1_family-51,
2,7877578,7878000,LINE/L1-DRE,rnd-1_family-51,
2,7888088,7888240,LINE/L1-DRE,rnd-1_family-51,
2,2498268,2498298,LINE/L1-DRE,rnd-1_family-57,
2,3533488,3533518,LINE/L1-DRE,rnd-1_family-57,
2,6379477,6380304,LINE/L1-DRE,rnd-1_family-57,
2,6379477,6380254,LINE/L1-DRE,rnd-1_family-57,
2,6380271,6380304,LINE/L1-DRE,rnd-1_family-57,
2,7435794,7437638,LINE/L1-DRE,rnd-1_family-57,
2,2516916,2521110,LINE/L1-DRE,rnd-1_family-63,
2,3510676,3514870,LINE/L1-DRE,rnd-1_family-63,
2,4902166,4902367,LINE/L1-DRE,rnd-1_family-63,
2,6127353,6127390,LINE/L1-DRE,rnd-1_family-63,
2,6127393,6131488,LINE/L1-DRE,rnd-1_family-63,
2,6363492,6364431,LINE/L1-DRE,rnd-1_family-63,
2,24800,24996,LINE/L1-DRE,rnd-2_family-88,
2,346482,346570,LINE/L1-DRE,rnd-2_family-88,
2,1364691,1364809,LINE/L1-DRE,rnd-2_family-88,
2,1365369,1365448,LINE/L1-DRE,rnd-2_family-88,
2,1459228,1459443,LINE/L1-DRE,rnd-2_family-88,
2,1459581,1459755,LINE/L1-DRE,rnd-2_family-88,
2,4106448,4106533,LINE/L1-DRE,rnd-2_family-88,
2,5288732,5288858,LINE/L1-DRE,rnd-2_family-88,
2,5400222,5400375,LINE/L1-DRE,rnd-2_family-88,
2,5416496,5416608,LINE/L1-DRE,rnd-2_family-88,
2,5907630,5907843,LINE/L1-DRE,rnd-2_family-88,
2,6187663,6187748,LINE/L1-DRE,rnd-2_family-88,
2,6387136,6387324,LINE/L1-DRE,rnd-2_family-88,
2,6863007,6863157,LINE/L1-DRE,rnd-2_family-88,
2,6947002,6947128,LINE/L1-DRE,rnd-2_family-88,
2,7007322,7007456,LINE/L1-DRE,rnd-2_family-88,
2,7434046,7434445,LINE/L1-DRE,rnd-2_family-88,
2,996174,996258,SINE/ID,rnd-1_family-65,
2,4109261,4109363,SINE/ID,rnd-1_family-65,
2,4356015,4356110,SINE/ID,rnd-1_family-65,
2,7004729,7004779,SINE/ID,rnd-1_family-85,
2,7122686,7122773,SINE/ID,rnd-1_family-85,
2,7430249,7430358,SINE/ID,rnd-1_family-85,
2,7434539,7434634,SINE/ID,rnd-1_family-85,
2,8141474,8141564,SINE/ID,rnd-1_family-85,
2,8364891,8364981,SINE/ID,rnd-1_family-85,
2,2662743,2662828,SINE/ID,rnd-1_family-91,
2,3368958,3369043,SINE/ID,rnd-1_family-91,
2,7936335,7936420,SINE/ID,rnd-1_family-91,
2,1492506,1492600,SINE/tRNA,rnd-1_family-105,
2,7651927,7652001,SINE/tRNA,rnd-1_family-105,
2,4972868,4972964,SINE/tRNA,rnd-1_family-108,
2,4980169,4980233,SINE/tRNA,rnd-1_family-108,
2,4980295,4980355,SINE/tRNA,rnd-1_family-108,
2,5314105,5314196,SINE/tRNA,rnd-1_family-108,
2,5314330,5314366,SINE/tRNA,rnd-1_family-108,
2,5416769,5416864,SINE/tRNA,rnd-1_family-108,
2,4989782,4989879,SINE/tRNA,rnd-1_family-35,
2,5400763,5400858,SINE/tRNA,rnd-1_family-35,
2,6863239,6863329,SINE/tRNA,rnd-1_family-35,
2,7187959,7187978,SINE/tRNA,rnd-1_family-35,
2,5197696,5197787,SINE/tRNA,rnd-1_family-54,
2,5454629,5454639,SINE/tRNA,rnd-1_family-54,
2,6132328,6132423,SINE/tRNA,rnd-1_family-54,
2,7675969,7676085,SINE/tRNA,rnd-1_family-54,
2,7715103,7715205,SINE/tRNA,rnd-1_family-54,
2,5934163,5934266,SINE/tRNA,rnd-1_family-66,
3,1759586,1759683,DNA/CMC-EnSpm,rnd-1_family-119,
3,2692330,2693645,DNA/CMC-EnSpm,rnd-1_family-119,
3,2692330,2692430,DNA/CMC-EnSpm,rnd-1_family-119,
3,2693141,2693645,DNA/CMC-EnSpm,rnd-1_family-119,
3,728,2355,DNA/CMC-EnSpm,rnd-1_family-39,
3,2682867,2683311,DNA/CMC-EnSpm,rnd-1_family-39,
3,2132,2715,DNA/CMC-EnSpm,rnd-1_family-94,
3,2132,2428,DNA/CMC-EnSpm,rnd-1_family-94,
3,2534,2715,DNA/CMC-EnSpm,rnd-1_family-94,
3,2683088,2683561,DNA/CMC-EnSpm,rnd-1_family-94,
3,18489,18690,DNA/PIF-Harbinger,rnd-1_family-11,
3,59407,59603,DNA/PIF-Harbinger,rnd-1_family-11,
3,83311,83383,DNA/PIF-Harbinger,rnd-1_family-11,
3,121006,121097,DNA/PIF-Harbinger,rnd-1_family-11,
3,157382,157570,DNA/PIF-Harbinger,rnd-1_family-11,
3,203460,203521,DNA/PIF-Harbinger,rnd-1_family-11,
3,230141,230218,DNA/PIF-Harbinger,rnd-1_family-11,
3,236894,236959,DNA/PIF-Harbinger,rnd-1_family-11,
3,300231,300397,DNA/PIF-Harbinger,rnd-1_family-11,
3,371592,371678,DNA/PIF-Harbinger,rnd-1_family-11,
3,428409,428543,DNA/PIF-Harbinger,rnd-1_family-11,
3,493604,493736,DNA/PIF-Harbinger,rnd-1_family-11,
3,514632,514744,DNA/PIF-Harbinger,rnd-1_family-11,
3,519779,519949,DNA/PIF-Harbinger,rnd-1_family-11,
3,587546,587729,DNA/PIF-Harbinger,rnd-1_family-11,
3,887581,887657,DNA/PIF-Harbinger,rnd-1_family-11,
3,1114906,1115094,DNA/PIF-Harbinger,rnd-1_family-11,
3,1163308,1163464,DNA/PIF-Harbinger,rnd-1_family-11,
3,1185182,1185310,DNA/PIF-Harbinger,rnd-1_family-11,
3,1237006,1237112,DNA/PIF-Harbinger,rnd-1_family-11,
3,1309051,1309248,DNA/PIF-Harbinger,rnd-1_family-11,
3,1444396,1444470,DNA/PIF-Harbinger,rnd-1_family-11,
3,1446949,1447138,DNA/PIF-Harbinger,rnd-1_family-11,
3,1494654,1494737,DNA/PIF-Harbinger,rnd-1_family-11,
3,1544057,1544169,DNA/PIF-Harbinger,rnd-1_family-11,
3,1646978,1647080,DNA/PIF-Harbinger,rnd-1_family-11,
3,1691050,1691221,DNA/PIF-Harbinger,rnd-1_family-11,
3,1719092,1719165,DNA/PIF-Harbinger,rnd-1_family-11,
3,1774545,1774617,DNA/PIF-Harbinger,rnd-1_family-11,
3,1797942,1798032,DNA/PIF-Harbinger,rnd-1_family-11,
3,1835374,1835442,DNA/PIF-Harbinger,rnd-1_family-11,
3,1862892,1862970,DNA/PIF-Harbinger,rnd-1_family-11,
3,2030445,2030576,DNA/PIF-Harbinger,rnd-1_family-11,
3,2050425,2050539,DNA/PIF-Harbinger,rnd-1_family-11,
3,2069260,2069337,DNA/PIF-Harbinger,rnd-1_family-11,
3,2174978,2175043,DNA/PIF-Harbinger,rnd-1_family-11,
3,2184154,2184243,DNA/PIF-Harbinger,rnd-1_family-11,
3,2208310,2208454,DNA/PIF-Harbinger,rnd-1_family-11,
3,2240547,2240561,DNA/PIF-Harbinger,rnd-1_family-11,
3,2259509,2259642,DNA/PIF-Harbinger,rnd-1_family-11,
3,2274882,2274997,DNA/PIF-Harbinger,rnd-1_family-11,
3,2276914,2277075,DNA/PIF-Harbinger,rnd-1_family-11,
3,2361490,2361542,DNA/PIF-Harbinger,rnd-1_family-11,
3,2367009,2367134,DNA/PIF-Harbinger,rnd-1_family-11,
3,2501897,2502003,DNA/PIF-Harbinger,rnd-1_family-11,
3,2509187,2509252,DNA/PIF-Harbinger,rnd-1_family-11,
3,2535488,2535574,DNA/PIF-Harbinger,rnd-1_family-11,
3,2587461,2587522,DNA/PIF-Harbinger,rnd-1_family-11,
3,2603823,2604030,DNA/PIF-Harbinger,rnd-1_family-11,
3,2818007,2818112,DNA/PIF-Harbinger,rnd-1_family-11,
3,2881218,2881388,DNA/PIF-Harbinger,rnd-1_family-11,
3,2900971,2901019,DNA/PIF-Harbinger,rnd-1_family-11,
3,2944138,2944244,DNA/PIF-Harbinger,rnd-1_family-11,
3,2950034,2950115,DNA/PIF-Harbinger,rnd-1_family-11,
3,3013605,3013679,DNA/PIF-Harbinger,rnd-1_family-11,
3,3057670,3057750,DNA/PIF-Harbinger,rnd-1_family-11,
3,3091117,3091224,DNA/PIF-Harbinger,rnd-1_family-11,
3,3108208,3108318,DNA/PIF-Harbinger,rnd-1_family-11,
3,3134365,3134526,DNA/PIF-Harbinger,rnd-1_family-11,
3,3135040,3135226,DNA/PIF-Harbinger,rnd-1_family-11,
3,3373349,3373427,DNA/PIF-Harbinger,rnd-1_family-11,
3,3389338,3389431,DNA/PIF-Harbinger,rnd-1_family-11,
3,3525587,3525700,DNA/PIF-Harbinger,rnd-1_family-11,
3,3647911,3648073,DNA/PIF-Harbinger,rnd-1_family-11,
3,3732339,3732468,DNA/PIF-Harbinger,rnd-1_family-11,
3,3906068,3906148,DNA/PIF-Harbinger,rnd-1_family-11,
3,4004780,4004866,DNA/PIF-Harbinger,rnd-1_family-11,
3,4073058,4073131,DNA/PIF-Harbinger,rnd-1_family-11,
3,4076968,4077033,DNA/PIF-Harbinger,rnd-1_family-11,
3,4130069,4130146,DNA/PIF-Harbinger,rnd-1_family-11,
3,4259364,4259384,DNA/PIF-Harbinger,rnd-1_family-11,
3,4274838,4274944,DNA/PIF-Harbinger,rnd-1_family-11,
3,4276026,4276118,DNA/PIF-Harbinger,rnd-1_family-11,
3,4371298,4371464,DNA/PIF-Harbinger,rnd-1_family-11,
3,4448143,4448214,DNA/PIF-Harbinger,rnd-1_family-11,
3,4484133,4484199,DNA/PIF-Harbinger,rnd-1_family-11,
3,4602119,4602178,DNA/PIF-Harbinger,rnd-1_family-11,
3,4717007,4717148,DNA/PIF-Harbinger,rnd-1_family-11,
3,4723153,4723231,DNA/PIF-Harbinger,rnd-1_family-11,
3,4736012,4736069,DNA/PIF-Harbinger,rnd-1_family-11,
3,4813862,4813924,DNA/PIF-Harbinger,rnd-1_family-11,
3,4821565,4821671,DNA/PIF-Harbinger,rnd-1_family-11,
3,4828783,4828893,DNA/PIF-Harbinger,rnd-1_family-11,
3,4872451,4872541,DNA/PIF-Harbinger,rnd-1_family-11,
3,4913018,4913109,DNA/PIF-Harbinger,rnd-1_family-11,
3,4974649,4974730,DNA/PIF-Harbinger,rnd-1_family-11,
3,5031098,5031110,DNA/PIF-Harbinger,rnd-1_family-11,
3,5156522,5156591,DNA/PIF-Harbinger,rnd-1_family-11,
3,5192309,5192383,DNA/PIF-Harbinger,rnd-1_family-11,
3,5305001,5305088,DNA/PIF-Harbinger,rnd-1_family-11,
3,5313366,5313434,DNA/PIF-Harbinger,rnd-1_family-11,
3,5343212,5343289,DNA/PIF-Harbinger,rnd-1_family-11,
3,5464224,5464321,DNA/PIF-Harbinger,rnd-1_family-11,
3,5475240,5475345,DNA/PIF-Harbinger,rnd-1_family-11,
3,5530803,5530916,DNA/PIF-Harbinger,rnd-1_family-11,
3,5643047,5643134,DNA/PIF-Harbinger,rnd-1_family-11,
3,5814365,5814447,DNA/PIF-Harbinger,rnd-1_family-11,
3,5819737,5819840,DNA/PIF-Harbinger,rnd-1_family-11,
3,5852193,5852296,DNA/PIF-Harbinger,rnd-1_family-11,
3,5925783,5925873,DNA/PIF-Harbinger,rnd-1_family-11,
3,6047815,6048352,DNA/PIF-Harbinger,rnd-1_family-11,
3,6070964,6071047,DNA/PIF-Harbinger,rnd-1_family-11,
3,6110951,6110978,DNA/PIF-Harbinger,rnd-1_family-11,
3,6198003,6198136,DNA/PIF-Harbinger,rnd-1_family-11,
3,6280020,6280080,DNA/PIF-Harbinger,rnd-1_family-11,
3,6348571,6348754,DNA/PIF-Harbinger,rnd-1_family-11,
3,58697,58806,DNA/PIF-Harbinger,rnd-2_family-192,
3,132854,132973,DNA/PIF-Harbinger,rnd-2_family-192,
3,145266,145318,DNA/PIF-Harbinger,rnd-2_family-192,
3,159777,159850,DNA/PIF-Harbinger,rnd-2_family-192,
3,169288,169348,DNA/PIF-Harbinger,rnd-2_family-192,
3,194926,195081,DNA/PIF-Harbinger,rnd-2_family-192,
3,298512,298601,DNA/PIF-Harbinger,rnd-2_family-192,
3,431113,431136,DNA/PIF-Harbinger,rnd-2_family-192,
3,530383,530529,DNA/PIF-Harbinger,rnd-2_family-192,
3,671195,671308,DNA/PIF-Harbinger,rnd-2_family-192,
3,899109,899246,DNA/PIF-Harbinger,rnd-2_family-192,
3,910887,910924,DNA/PIF-Harbinger,rnd-2_family-192,
3,986503,986605,DNA/PIF-Harbinger,rnd-2_family-192,
3,1002212,1002371,DNA/PIF-Harbinger,rnd-2_family-192,
3,1002212,1002265,DNA/PIF-Harbinger,rnd-2_family-192,
3,1002349,1002371,DNA/PIF-Harbinger,rnd-2_family-192,
3,1053891,1054050,DNA/PIF-Harbinger,rnd-2_family-192,
3,1107105,1107148,DNA/PIF-Harbinger,rnd-2_family-192,
3,1342797,1342915,DNA/PIF-Harbinger,rnd-2_family-192,
3,1348546,1348671,DNA/PIF-Harbinger,rnd-2_family-192,
3,1361718,1361884,DNA/PIF-Harbinger,rnd-2_family-192,
3,1364635,1364847,DNA/PIF-Harbinger,rnd-2_family-192,
3,1364635,1364645,DNA/PIF-Harbinger,rnd-2_family-192,
3,1364804,1364847,DNA/PIF-Harbinger,rnd-2_family-192,
3,1460911,1460988,DNA/PIF-Harbinger,rnd-2_family-192,
3,1508879,1508973,DNA/PIF-Harbinger,rnd-2_family-192,
3,1540613,1540693,DNA/PIF-Harbinger,rnd-2_family-192,
3,1555715,1555970,DNA/PIF-Harbinger,rnd-2_family-192,
3,1614952,1615242,DNA/PIF-Harbinger,rnd-2_family-192,
3,1614952,1615113,DNA/PIF-Harbinger,rnd-2_family-192,
3,1615222,1615242,DNA/PIF-Harbinger,rnd-2_family-192,
3,1629862,1630028,DNA/PIF-Harbinger,rnd-2_family-192,
3,1629862,1629933,DNA/PIF-Harbinger,rnd-2_family-192,
3,1630014,1630028,DNA/PIF-Harbinger,rnd-2_family-192,
3,1673043,1673150,DNA/PIF-Harbinger,rnd-2_family-192,
3,1727336,1727521,DNA/PIF-Harbinger,rnd-2_family-192,
3,1727336,1727425,DNA/PIF-Harbinger,rnd-2_family-192,
3,1727510,1727521,DNA/PIF-Harbinger,rnd-2_family-192,
3,1845245,1845363,DNA/PIF-Harbinger,rnd-2_family-192,
3,1887716,1887847,DNA/PIF-Harbinger,rnd-2_family-192,
3,1888436,1888555,DNA/PIF-Harbinger,rnd-2_family-192,
3,2010307,2010432,DNA/PIF-Harbinger,rnd-2_family-192,
3,2178954,2179032,DNA/PIF-Harbinger,rnd-2_family-192,
3,2183235,2183297,DNA/PIF-Harbinger,rnd-2_family-192,
3,2191950,2192065,DNA/PIF-Harbinger,rnd-2_family-192,
3,2309345,2309525,DNA/PIF-Harbinger,rnd-2_family-192,
3,2335625,2335718,DNA/PIF-Harbinger,rnd-2_family-192,
3,2382747,2383084,DNA/PIF-Harbinger,rnd-2_family-192,
3,2402602,2402712,DNA/PIF-Harbinger,rnd-2_family-192,
3,2595172,2595255,DNA/PIF-Harbinger,rnd-2_family-192,
3,2906084,2906202,DNA/PIF-Harbinger,rnd-2_family-192,
3,2912451,2912564,DNA/PIF-Harbinger,rnd-2_family-192,
3,2975861,2975982,DNA/PIF-Harbinger,rnd-2_family-192,
3,2981228,2981348,DNA/PIF-Harbinger,rnd-2_family-192,
3,3107810,3107939,DNA/PIF-Harbinger,rnd-2_family-192,
3,3109297,3109381,DNA/PIF-Harbinger,rnd-2_family-192,
3,3327209,3327341,DNA/PIF-Harbinger,rnd-2_family-192,
3,3377194,3377251,DNA/PIF-Harbinger,rnd-2_family-192,
3,3816388,3816493,DNA/PIF-Harbinger,rnd-2_family-192,
3,3945162,3945362,DNA/PIF-Harbinger,rnd-2_family-192,
3,4029930,4030082,DNA/PIF-Harbinger,rnd-2_family-192,
3,4043061,4043197,DNA/PIF-Harbinger,rnd-2_family-192,
3,4077193,4077269,DNA/PIF-Harbinger,rnd-2_family-192,
3,4216230,4216356,DNA/PIF-Harbinger,rnd-2_family-192,
3,4239205,4239278,DNA/PIF-Harbinger,rnd-2_family-192,
3,4440331,4440458,DNA/PIF-Harbinger,rnd-2_family-192,
3,4465763,4465959,DNA/PIF-Harbinger,rnd-2_family-192,
3,4552113,4552326,DNA/PIF-Harbinger,rnd-2_family-192,
3,4634634,4634813,DNA/PIF-Harbinger,rnd-2_family-192,
3,4640173,4640266,DNA/PIF-Harbinger,rnd-2_family-192,
3,4804270,4804315,DNA/PIF-Harbinger,rnd-2_family-192,
3,4814396,4814446,DNA/PIF-Harbinger,rnd-2_family-192,
3,4862864,4862966,DNA/PIF-Harbinger,rnd-2_family-192,
3,4876023,4876136,DNA/PIF-Harbinger,rnd-2_family-192,
3,4887922,4888146,DNA/PIF-Harbinger,rnd-2_family-192,
3,4887922,4887950,DNA/PIF-Harbinger,rnd-2_family-192,
3,4888135,4888146,DNA/PIF-Harbinger,rnd-2_family-192,
3,4890495,4890606,DNA/PIF-Harbinger,rnd-2_family-192,
3,5077328,5077415,DNA/PIF-Harbinger,rnd-2_family-192,
3,5078378,5078485,DNA/PIF-Harbinger,rnd-2_family-192,
3,5085603,5085684,DNA/PIF-Harbinger,rnd-2_family-192,
3,5087497,5087592,DNA/PIF-Harbinger,rnd-2_family-192,
3,5118420,5118547,DNA/PIF-Harbinger,rnd-2_family-192,
3,5142690,5142799,DNA/PIF-Harbinger,rnd-2_family-192,
3,5378623,5378689,DNA/PIF-Harbinger,rnd-2_family-192,
3,5403244,5403517,DNA/PIF-Harbinger,rnd-2_family-192,
3,5403244,5403280,DNA/PIF-Harbinger,rnd-2_family-192,
3,5403356,5403517,DNA/PIF-Harbinger,rnd-2_family-192,
3,5425868,5425962,DNA/PIF-Harbinger,rnd-2_family-192,
3,5440695,5440880,DNA/PIF-Harbinger,rnd-2_family-192,
3,5533167,5533303,DNA/PIF-Harbinger,rnd-2_family-192,
3,5730213,5730362,DNA/PIF-Harbinger,rnd-2_family-192,
